Node,Gene,Gene_family,Duplications,Transfers,Losses,Originations,Copies,annotation
83,2016,2016_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1,>opitutales_genome3|117575 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05966 MBL fold metallo-hydrolase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2021,2021_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117740 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06331 LptF/LptG family permease (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; UBA7441; UBA7441)
83,2024,2024_MSA.fa.ufboot.ale.uml_rec,0,0.28,0,0,1,>opitutales_genome3|117465 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05719 prephenate dehydratase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2033,2033_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0,1,>opitutales_genome3|116935 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04498 ATP-dependent DNA helicase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA5691; UBA5691)
83,2041,2041_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,>opitutales_genome3|116378 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03202 DUF362 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,2044,2044_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.02,1,>opitutales_genome3|116562 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03617 dihydroorotase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2057,2057_MSA.fa.ufboot.ale.uml_rec,0,0.07,0,0.01,1,>opitutales_genome3|115508 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00985 argininosuccinate lyase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; ER46; ER46)
83,2058,2058_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1,>opitutales_genome3|115261 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00208 DNA mismatch repair endonuclease MutL (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; MWDT01; MWDT01)
83,2060,2060_MSA.fa.ufboot.ale.uml_rec,0,0.16,0,0,1,>opitutales_genome3|117484 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05741 DNA replication and repair protein RecF (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA2377; UBA2377)
83,2063,2063_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|116339 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03119 glucose-1-phosphate adenylyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; UBA2995; UBA2995; UBA2995)
83,2067,2067_MSA.fa.ufboot.ale.uml_rec,0,0.09,0,0.01,1,>opitutales_genome3|117298 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05442 signal peptidase I (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2071,2071_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|115787 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01801 transcription termination/antitermination protein NusA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2072,2072_MSA.fa.ufboot.ale.uml_rec,0,0.17,0,0,1,>opitutales_genome3|116004 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02305 arginine--tRNA ligase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2076,2076_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117382 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05576 phenylalanine--tRNA ligase subunit beta (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,2077,2077_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,1,>opitutales_genome3|115645 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01349 biotin-- (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2078,2078_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,1,>opitutales_genome3|115701 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01556 molecular chaperone HtpG (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2082,2082_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|116901 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04427 rod shape-determining protein MreC (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Didemnitutus; Didemnitutus)
83,2085,2085_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|117940 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06665 amidophosphoribosyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA6669; UBA6669)
83,2086,2086_MSA.fa.ufboot.ale.uml_rec,0,0.12,0,0.02,1,>opitutales_genome3|117802 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06455 UDP-N-acetylmuramate dehydrogenase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA6669; UBA6669)
83,2089,2089_MSA.fa.ufboot.ale.uml_rec,0,0.08,0,0,1,>opitutales_genome3|116918 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04462 putative manganese-dependent inorganic diphosphatase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2093,2093_MSA.fa.ufboot.ale.uml_rec,0,0.26,0,0.02,1,>opitutales_genome3|117500 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05771 ribosome recycling factor (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; UBA2995; UBA2995; UBA2995)
83,2094,2094_MSA.fa.ufboot.ale.uml_rec,0,0.13,0,0,1,>opitutales_genome3|117589 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05986 biopolymer transporter ExbD [Transport
83,2100,2100_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.01,1,>opitutales_genome3|116977 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04603 ABC transporter permease (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2101,2101_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,1,>opitutales_genome3|115896 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02024 recombinase RecA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2108,2108_MSA.fa.ufboot.ale.uml_rec,0,0.13,0,0.03,1,>opitutales_genome3|117468 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05722 glucose-6-phosphate isomerase [Metabolism
83,2113,2113_MSA.fa.ufboot.ale.uml_rec,0,0.43,0,0,1,>opitutales_genome3|116809 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04257 apolipoprotein N-acyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2117,2117_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.01,1,>opitutales_genome3|115246 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00176 ParA family protein [Metabolism
83,2120,2120_MSA.fa.ufboot.ale.uml_rec,0,0.09,0,0,1,>opitutales_genome3|116525 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03529 1
83,2124,2124_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.08,1,>opitutales_genome3|116849 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04339 tRNA 2-thiouridine(34) synthase MnmA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; Coraliomargarita; Coraliomargarita)
83,2142,2142_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,>opitutales_genome3|116321 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03082 integration host factor subunit beta (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Verruco-01; JAFGCZ01; JAFGCZ01)
83,2145,2145_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1,>opitutales_genome3|116452 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03371 DNA-directed RNA polymerase subunit beta' (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2147,2147_MSA.fa.ufboot.ale.uml_rec,0,0.1,0,0,1,>opitutales_genome3|117907 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06606 sulfate adenylyltransferase subunit CysN [Sulfur Cycle
83,2150,2150_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|117799 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06452 cell division protein FtsA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2152,2152_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1,>opitutales_genome3|116340 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03120 3'-5' exonuclease (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2165,2165_MSA.fa.ufboot.ale.uml_rec,0,0.09,0,0.03,1,>opitutales_genome3|115757 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01707 ribosome silencing factor (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; KCTC-12870; Cerasicoccus; Cerasicoccus)
83,2166,2166_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117547 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05928 nucleotide exchange factor GrpE (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Cephaloticoccus; Cephaloticoccus)
83,2174,2174_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.01,1,>opitutales_genome3|115260 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00207 glycogen phosphorylase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2178,2178_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0.01,1,>opitutales_genome3|117346 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05509 isoleucine--tRNA ligase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2179,2179_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.02,1,>opitutales_genome3|117167 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05112 pantetheine-phosphate adenylyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Tous-C4FEB; Tous-C4FEB)
83,2184,2184_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1,>opitutales_genome3|115630 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01324 50S ribosomal protein L32 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Ereboglobus; Ereboglobus)
83,2192,2192_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.13,1,>opitutales_genome3|115790 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01804 bifunctional oligoribonuclease/PAP phosphatase NrnA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; NORP342; NORP342)
83,2196,2196_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0,1,>opitutales_genome3|117375 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05558 SsrA-binding protein SmpB (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Verruco-01; JAFGCZ01; JAFGCZ01)
83,2200,2200_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|116950 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04546 gfo/Idh/MocA family oxidoreductase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2204,2204_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,>opitutales_genome3|116385 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03225 biopolymer transporter Tol [Transport
83,2209,2209_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0.01,1,>opitutales_genome3|117466 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05720 SMC-Scp complex subunit ScpB (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Verruco-01; CK1056; CK1056)
83,2213,2213_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.02,1,>opitutales_genome3|115802 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01833 Holliday junction branch migration DNA helicase RuvB (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; M30B9; M30B9)
83,2220,2220_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|115159 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00018 competence/damage-inducible protein A (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Rariglobus; Rariglobus)
83,2221,2221_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1,>opitutales_genome3|116388 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03232 excinuclease ABC subunit C (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,2222,2222_MSA.fa.ufboot.ale.uml_rec,0,0.09,0,0,1,>opitutales_genome3|116678 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03876 class I SAM-dependent RNA methyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Akkermansia; Akkermansia)
83,2237,2237_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0.01,1,>opitutales_genome3|117463 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05717 ammonia-forming cytochrome c nitrite reductase subunit c552 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; UBA2995; UBA2995; UBA2995)
83,2238,2238_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|117460 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05714 DUF3341 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; NORP342; NORP342)
83,2242,2242_MSA.fa.ufboot.ale.uml_rec,0,0.09,0,0,1,>opitutales_genome3|116519 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03520 tRNA epoxyqueuosine(34) reductase QueG (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Lacunisphaera; Lacunisphaera)
83,2265,2265_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,>opitutales_genome3|116325 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03087 aspartate kinase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2266,2266_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|116317 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03076 RNA polymerase factor sigma-54 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; KCTC-12870; Ruficoccus; Ruficoccus)
83,2267,2267_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|117390 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05586 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; DSM-45221; BACL24; BACL24)
83,2275,2275_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|116563 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03618 aspartate carbamoyltransferase catalytic subunit (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; NORP342; NORP342)
83,2279,2279_MSA.fa.ufboot.ale.uml_rec,0,0.37,0,0,1,>opitutales_genome3|117806 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06460 phospho-N-acetylmuramoyl-pentapeptide-transferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Pelagicoccus; Pelagicoccus)
83,2292,2292_MSA.fa.ufboot.ale.uml_rec,0,0.05,0,0,1,>opitutales_genome3|117842 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06523 DNA-directed RNA polymerase subunit alpha [Translation
83,2307,2307_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|115234 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00145 amino-acid N-acetyltransferase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2310,2310_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,>opitutales_genome3|116471 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03433 adenylosuccinate synthetase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; NORP342; NORP342)
83,2332,2332_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117114 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04988 alcohol dehydrogenase catalytic domain-containing protein [Carbon Cycle
83,1898,1898_MSA.fa.ufboot.ale.uml_rec,0,0.66,0.01,0,1,>opitutales_genome3|116543 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03569 transcription-repair coupling factor (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Opitutus; Opitutus)
83,2342,2342_MSA.fa.ufboot.ale.uml_rec,0,0.37,0,0,1,>opitutales_genome3|117933 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06645 hypothetical protein IPL39_09685 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAJCBL01; CAJCBL01)
83,2344,2344_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|116502 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03491 hypothetical protein DB347_23550 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,2347,2347_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117775 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06400 hypothetical protein JSS11_10500 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Opitutus; Opitutus)
83,2349,2349_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1,>opitutales_genome3|117591 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05988 3-isopropylmalate dehydratase small subunit (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2355,2355_MSA.fa.ufboot.ale.uml_rec,0,0.12,0,0,1,>opitutales_genome3|115886 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02012 F0F1 ATP synthase subunit beta [Respiration
83,2356,2356_MSA.fa.ufboot.ale.uml_rec,0,0.2,0,0.02,1,>opitutales_genome3|115885 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02011 ATP synthase F1 subunit epsilon [Respiration
83,2358,2358_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|115879 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01999 TPA
83,2360,2360_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|115424 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00692 DNA mismatch repair protein MutS (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2375,2375_MSA.fa.ufboot.ale.uml_rec,0,0.16,0,0.01,1,>opitutales_genome3|116640 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03809 S-adenosylmethionine
83,2379,2379_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|116020 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.02326 LysR family transcriptional regulator (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2383,2383_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117165 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05110 transcription elongation factor GreA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Cephaloticoccus; Cephaloticoccus)
83,2388,2388_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,1,>opitutales_genome3|116446 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03365 transcription termination/antitermination protein NusG (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Pelagicoccus; Pelagicoccus)
83,2394,2394_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|116906 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04436 GTPase ObgE (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,2398,2398_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0,1,>opitutales_genome3|117865 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06547 50S ribosomal protein L2 [Translation
83,2404,2404_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0,1,>opitutales_genome3|117856 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06538 50S ribosomal protein L24 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Didemnitutus; Didemnitutus)
83,2409,2409_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117843 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06524 30S ribosomal protein S4 [Translation
83,2436,2436_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|116959 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04561 acetyl-CoA carboxylase carboxyltransferase subunit beta (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; J108; J108)
83,2438,2438_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117766 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06387 IMP dehydrogenase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA2377; UBA2377)
83,2440,2440_MSA.fa.ufboot.ale.uml_rec,0,0.02,0,0.06,1,>opitutales_genome3|116623 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03781 glucose-6-phosphate dehydrogenase [Metabolism
83,2441,2441_MSA.fa.ufboot.ale.uml_rec,0,0.08,0,0,1,>opitutales_genome3|117220 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05258 glucose-6-phosphate dehydrogenase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; EW11; EW11)
83,2447,2447_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0,1,>opitutales_genome3|117343 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05502 DUF502 domain-containing protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA5691; UBA5691)
83,2448,2448_MSA.fa.ufboot.ale.uml_rec,0,0.04,0,0,1,>opitutales_genome3|117917 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06616 helicase (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; CAITWF01; CAITWF01)
83,2451,2451_MSA.fa.ufboot.ale.uml_rec,0,0.06,0,0.02,1,>opitutales_genome3|116613 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03767 translation initiation factor IF-3 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2472,2472_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|115170 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00032 30S ribosomal protein S1 (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2477,2477_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|116357 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03149 ribonuclease Y (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Ereboglobus; Ereboglobus)
83,2482,2482_MSA.fa.ufboot.ale.uml_rec,0,0.08,0,0,1,>opitutales_genome3|115698 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.01551 ribonucleotide-diphosphate reductase subunit beta (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Tous-C4FEB; Tous-C4FEB)
83,2487,2487_MSA.fa.ufboot.ale.uml_rec,0,0.35,0,0.05,1,>opitutales_genome3|116859 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.04356 transcriptional repressor (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; REEB01; REEB01)
83,2493,2493_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,1,>opitutales_genome3|116448 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03367 50S ribosomal protein L1 [Translation
83,2505,2505_MSA.fa.ufboot.ale.uml_rec,0,0.14,0,0.01,1,>opitutales_genome3|117860 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.06542 50S ribosomal protein L16 [Translation
83,2510,2510_MSA.fa.ufboot.ale.uml_rec,0,0.03,0,0.02,1,>opitutales_genome3|116347 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03128 cytochrome c biogenesis protein CcsA (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Didemnitutus; Didemnitutus)
83,2528,2528_MSA.fa.ufboot.ale.uml_rec,0,0.01,0,0.01,1,>opitutales_genome3|115215 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.00109 outer membrane lipoprotein-sorting protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA2377; UBA2377)
83,2552,2552_MSA.fa.ufboot.ale.uml_rec,0,0,0,0,1,>opitutales_genome3|117309 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.05456 cell surface protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; B12-G4; B12-G4)
83,2613,2613_MSA.fa.ufboot.ale.uml_rec,0,0.28,0,0,1,>opitutales_genome3|116489 [Orthologue] opitutales_genome3|opitutales_genome3.c0000.03476 folate-binding protein (Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; UBA6669; UBA6669)
