GeneFamily,OddsRatio_Fisher,PValue_Fisher,OddsRatio_Poisson,PValue_Poisson,cluster_id,type,annotation,length,selective pressure (low = purifying),codon bias,representation,count,% id
pmsf_13021_MSA_trimmed.ufboot.ale.uml_rec,6.277777777777778,0.001667543125675567,2.564690633086734,0.003337538265701621,13021,CDS,MAG: PD-(D/E)XK nuclease family protein,788,1.0,4.0,8,8,50.6
pmsf_13042_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8120208537086038,0.0008304546599654675,13042,CDS,hypothetical protein VDG1235_2705,209,1.0,4.0,7,7,73.0
pmsf_13044_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.100867385508873,0.0024449868161974895,13044,CDS,MAG: hypothetical protein JJU00_10330,400,3.0,4.0,6,6,76.8
pmsf_13069_MSA_trimmed.ufboot.ale.uml_rec,3.7333333333333334,0.027976303181903004,2.765618686118312,0.03008643765292775,13069,CDS,AAA family ATPase,561,3.0,6.0,9,9,54.5
pmsf_13114_MSA_trimmed.ufboot.ale.uml_rec,3.3552631578947367,0.01356071905477654,2.2059254870495786,0.017105252432213856,13114,CDS,MAG: C39 family peptidase,241,5.0,7.0,11,11,54.2
pmsf_13121_MSA_trimmed.ufboot.ale.uml_rec,5.294117647058823,0.0020190409888108177,3.2112109271190574,0.0037317777841155302,13121,CDS,YeeE/YedE family protein,352,1.0,1.0,11,11,66.5
pmsf_13140_MSA_trimmed.ufboot.ale.uml_rec,2.718954248366013,0.0483503657334328,1.8286966622377172,0.048915723854960964,13140,CDS,"twin-arginine translocase TatA/TatE family subunit [Transport, Folded Protein Translocation|Twin arginine-targeting protein translocase, subunits TatAE|0.2]",98,7.0,5.0,11,11,68.6
pmsf_13157_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.650793650773202,0.009259717489169487,13157,CDS,MAG: hypothetical protein NXI24_11805,888,,6.0,4,4,94.4
pmsf_13163_MSA_trimmed.ufboot.ale.uml_rec,4.2375,0.01916858785873121,3.017198272985795,0.01776149272703889,13163,CDS,MAG: sulfite exporter TauE/SafE family protein,233,2.0,6.0,8,8,73.0
pmsf_13167_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.810184584330581,0.0008375306936985353,13167,CDS,capsule biosynthesis protein CapD,636,0.0,2.0,7,7,80.7
pmsf_13168_MSA_trimmed.ufboot.ale.uml_rec,8.518518518518519,0.0005009080366104603,4.224021584913775,0.0007116639778114572,13168,CDS,MAG: ABC-ATPase domain-containing protein,578,0.0,3.0,8,8,79.5
pmsf_13169_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.344162202008206,0.001800227619782556,13169,CDS,OmpA family protein,243,4.0,0.0,7,7,75.7
pmsf_13170_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.709090909072616,0.004862189344055219,13170,CDS,HAD-IIB family hydrolase,282,2.0,4.0,6,6,77.0
pmsf_13171_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3538929347424498,0.0016611432592618174,13171,CDS,,66,0.0,,7,7,88.8
pmsf_13172_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.102752253947506,0.002466283643050481,13172,CDS,tRNA lysidine(34) synthetase TilS,486,4.0,1.0,6,6,74.8
pmsf_13175_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3539475395805383,0.0017279460505580239,13175,CDS,tRNA (guanosine(46)-N7)-methyltransferase TrmB,222,5.0,7.0,7,7,76.8
pmsf_13191_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.9329082774284987,0.006623257017625428,13191,CDS,"MAG: TolC family protein [Transport, Protein Secretion, Type I|Outer membrane protein TolC|0.2]",459,3.0,4.0,6,6,74.3
pmsf_13192_MSA_trimmed.ufboot.ale.uml_rec,4.563492063492063,0.02576088397706164,2.0921799791075526,0.040443859810436675,13192,CDS,DUF368 domain-containing protein,359,1.0,7.0,5,5,84.5
pmsf_13194_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.41041801548842,0.0013943966912561708,13194,CDS,DoxX family protein,141,0.0,3.0,7,7,83.5
pmsf_13199_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.797762493371872,0.000827269954717122,13199,CDS,transglycosylase SLT domain-containing protein,192,2.0,,7,7,81.3
pmsf_1319_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,1319,CDS,DUF2452 domain-containing protein,189,0.0,8.0,4,4,92.6
pmsf_13201_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,13201,CDS,MAG: CYTH domain-containing protein,166,1.0,1.0,4,4,93.7
pmsf_1320_MSA_trimmed.ufboot.ale.uml_rec,4.563492063492063,0.02576088397706164,2.1175035922381023,0.03754265745617016,1320,CDS,hypothetical protein GX174_00135,85,3.0,0.0,5,5,83.5
pmsf_13234_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.125237892351652,0.002403938560393021,13234,CDS,TIM barrel protein,1171,3.0,6.0,6,6,76.4
pmsf_13235_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.391401889364816,0.001400023427281805,13235,CDS,PEGA domain-containing protein,166,1.0,6.0,7,7,80.7
pmsf_13239_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.98827204097143,0.006211374095822882,13239,CDS,DUF309 domain-containing protein,130,,8.0,6,6,70.7
pmsf_13240_MSA_trimmed.ufboot.ale.uml_rec,3.6923076923076925,0.013875787274877451,2.627220375338586,0.023375801172229697,13240,CDS,MAG: polysaccharide export protein,204,8.0,7.0,11,11,66.9
pmsf_13241_MSA_trimmed.ufboot.ale.uml_rec,14.491228070175438,0.00021185359782649213,5.047368421022914,0.00025081263348578244,13241,CDS,,225,4.0,0.0,5,5,68.2
pmsf_13259_MSA_trimmed.ufboot.ale.uml_rec,2.816,0.02554701947256099,2.2907096412607735,0.03742759914134958,13259,CDS,MAG: GNAT family N-acetyltransferase,530,3.0,6.0,20,20,62.4
pmsf_1325_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.123263896744097,0.0023832107973930958,1325,CDS,,264,7.0,1.0,6,6,71.6
pmsf_1328_MSA_trimmed.ufboot.ale.uml_rec,4.933333333333334,0.004393460861951535,2.160693193408527,0.00780147751268236,1328,CDS,hypothetical protein EA425_15445,417,0.0,3.0,8,8,86.6
pmsf_1329_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.421536222398851,0.0013478704938365096,1329,CDS,hypothetical protein JU57_06685,99,2.0,,7,7,74.4
pmsf_132_MSA_trimmed.ufboot.ale.uml_rec,4.416666666666667,0.0031583330483831457,3.0175033107723923,0.006103090907959144,132,CDS,methyltransferase domain-containing protein,229,8.0,3.0,13,13,56.5
pmsf_13306_MSA_trimmed.ufboot.ale.uml_rec,3.823529411764706,0.009255803424544122,2.7247210440960035,0.014889859151705404,13306,CDS,"SDR family oxidoreductase [Metabolism, Fatty Acids|3-Oxoacyl-acyl-carrier protein reductase FabG|0.6]",230,2.0,8.0,16,16,57.5
pmsf_13307_MSA_trimmed.ufboot.ale.uml_rec,3.7411764705882353,0.015419814429776288,2.7653673399152114,0.012995166582357437,13307,CDS,"hypothetical protein EA425_09590 [Sulfur Cycle, Sulfide Oxidation, H2S -> Persulfide or sulfur|Sulfide dehydrogenase, cytochrome c subunit FccA|0.3]",116,8.0,8.0,12,12,59.1
pmsf_13309_MSA_trimmed.ufboot.ale.uml_rec,3.7411764705882353,0.015419814429776288,2.713235294135005,0.015464247626008372,13309,CDS,cytochrome C biogenesis protein,296,8.0,6.0,12,12,50.0
pmsf_13339_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.409947050534223,0.0015896705324171,13339,CDS,exosortase-associated EpsI family protein,231,0.0,4.0,7,9,65.0
pmsf_13340_MSA_trimmed.ufboot.ale.uml_rec,3.7411764705882353,0.015419814429776288,2.713235294135005,0.015464247626008372,13340,CDS,"YidC/Oxa1 family insertase periplasmic-domain containing protein [Transport, General Protein Translocation|Preprotein translocase, membrane insertase YidC|0.9]",612,8.0,5.0,12,12,70.6
pmsf_13341_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.79705371819023,0.0008415509841807736,13341,CDS,Na/Pi cotransporter family protein,574,1.0,2.0,7,7,79.9
pmsf_13346_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.4181849486743343,0.00136409287489477,13346,CDS,hypothetical protein EA425_04740,300,7.0,0.0,7,7,73.7
pmsf_1340_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.582028401519781,0.01432953815001224,1340,CDS,sugar phosphate isomerase/epimerase,270,1.0,1.0,6,6,82.6
pmsf_13413_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.313479882429775,0.0016524885787101886,13413,CDS,"aminodeoxychorismate lyase [Metabolism, Aminoacid Biosynthesis|(val/ile) Branched-chain amino acid aminotransferase IlvE/4-amino-4-deoxychorismate lyase|0.6]",294,5.0,1.0,5,5,68.4
pmsf_13423_MSA_trimmed.ufboot.ale.uml_rec,4.444444444444445,0.0066743294830548154,2.1046918038254767,0.011008614533792045,13423,CDS,MAG: DUF423 domain-containing protein,129,7.0,7.0,9,9,49.9
pmsf_13424_MSA_trimmed.ufboot.ale.uml_rec,5.294117647058823,0.0020190409888108177,2.2642007051263486,0.0041288907190683375,13424,CDS,"MAG: murein biosynthesis integral membrane protein MurJ [Cell Envelope, Peptidoglycan|Peptidoglycan biosynthesis protein MviN/MurJ|0.9]",525,2.0,4.0,10,10,59.0
pmsf_1342_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.3835513515697753,0.0015208041263513163,1342,CDS,,72,2.0,,7,7,80.4
pmsf_1350_MSA_trimmed.ufboot.ale.uml_rec,2.8421052631578947,0.04978320489932388,2.4179527616357857,0.03445276476143797,1350,CDS,recombinase,820,2.0,7.0,15,15,55.2
pmsf_13514_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.378921778597221,0.0015640739451232438,13514,CDS,helix-turn-helix domain-containing protein,264,2.0,6.0,7,7,74.6
pmsf_13519_MSA_trimmed.ufboot.ale.uml_rec,8.518518518518519,0.0005009080366104603,2.6267309430202155,0.0016297761555985884,13519,CDS,MAG: TetR/AcrR family transcriptional regulator,220,2.0,0.0,8,8,86.9
pmsf_13525_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.5985780153892057,0.014198091355389008,13525,CDS,hypothetical protein BWX48_01146,76,,,6,6,98.4
pmsf_13655_MSA_trimmed.ufboot.ale.uml_rec,2.8421052631578947,0.04978320489932388,2.2716222646113895,0.0470556969523638,13655,CDS,"bile acid:sodium symporter, partial",346,1.0,4.0,16,16,59.0
pmsf_13656_MSA_trimmed.ufboot.ale.uml_rec,6.0,0.0036186833722464946,3.4450261759959795,0.0050959345330819725,13656,CDS,hypothetical protein JW706_00395,94,2.0,0.0,8,8,48.5
pmsf_13659_MSA_trimmed.ufboot.ale.uml_rec,3.576388888888889,0.011014316738382194,2.654342659802831,0.015497631106714786,13659,CDS,amidohydrolase,289,6.0,4.0,16,16,56.8
pmsf_13662_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.112140968554152,0.002413848011602623,13662,CDS,"hypothetical protein CVU57_25645, partial",2038,8.0,2.0,6,6,70.4
pmsf_13663_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.812873869858353,0.0008233732963082357,13663,CDS,MAG: FAD-binding protein,628,1.0,1.0,7,7,80.2
pmsf_13664_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.9255947329051675,0.007009411639698873,13664,CDS,rhomboid family intramembrane serine protease,276,1.0,0.0,6,6,81.3
pmsf_13690_MSA_trimmed.ufboot.ale.uml_rec,3.0294117647058822,0.02607811688550736,2.4604256915363645,0.030469650250483184,13690,CDS,"MAG: diaminopimelate decarboxylase [Metabolism, Aminoacid Biosynthesis|(lys) Diaminopimelate decarboxylase LysA]",433,2.0,3.0,13,13,66.0
pmsf_13713_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,2.0645048760008518,0.011205552650446933,13713,CDS,methyltransferase domain-containing protein,205,8.0,8.0,4,7,69.6
pmsf_13714_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8099390246528393,0.0008305819273634428,13714,CDS,cell division protein FtsZ,428,3.0,3.0,7,7,58.0
pmsf_13715_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,13715,CDS,MFS transporter,543,0.0,5.0,4,4,78.9
pmsf_13716_MSA_trimmed.ufboot.ale.uml_rec,8.547368421052632,0.0010817110004730927,4.144736842083569,0.0013007795212089278,13716,CDS,MAG: DUF805 domain-containing protein,343,0.0,2.0,6,6,66.6
pmsf_13717_MSA_trimmed.ufboot.ale.uml_rec,3.7411764705882353,0.015419814429776288,2.2646043943163,0.013556355887370083,13717,CDS,MAG: RIP metalloprotease RseP,488,3.0,5.0,12,12,71.4
pmsf_13735_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.109999999975965,0.002393243615129268,13735,CDS,"asparagine synthetase B [Metabolism, Aminoacid Biosynthesis|(asn) Asparagine synthase|0.4]",638,7.0,0.0,5,5,67.2
pmsf_13736_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,13736,CDS,divalent metal cation transporter,611,1.0,0.0,4,4,71.3
pmsf_13746_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.112140968554152,0.002413848011602623,13746,CDS,hypothetical protein HS122_06090,317,3.0,1.0,6,6,77.6
pmsf_13747_MSA_trimmed.ufboot.ale.uml_rec,8.547368421052632,0.0010817110004730927,4.1447368420835655,0.0013007795212090164,13747,CDS,hypothetical protein JSR82_12645,1133,4.0,1.0,6,6,69.8
pmsf_13805_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.709090909072618,0.0048621893440551475,13805,CDS,DNA polymerase III subunit alpha,722,1.0,7.0,4,4,66.3
pmsf_13855_MSA_trimmed.ufboot.ale.uml_rec,5.318181818181818,0.03315397869685272,3.1449669204534976,0.03707340498054512,13855,CDS,N-acetylmuramoyl-L-alanine amidase,342,3.0,4.0,6,6,66.7
pmsf_13856_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.525356288015492,0.012203238029216213,13856,CDS,spermidine synthase,856,3.0,2.0,7,7,51.0
pmsf_13920_MSA_trimmed.ufboot.ale.uml_rec,3.6842105263157894,0.019879358342073796,1.963990219982119,0.025953331388958428,13920,CDS,YjgP/YjgQ family permease,376,0.0,8.0,8,8,59.0
pmsf_13921_MSA_trimmed.ufboot.ale.uml_rec,2.8125,0.034518780197253615,1.3274182632726423,0.007894789962927288,13921,CDS,MAG: cupredoxin domain-containing protein,166,6.0,5.0,12,25,56.5
pmsf_13924_MSA_trimmed.ufboot.ale.uml_rec,6.277777777777778,0.001667543125675567,2.2666346384171105,0.004218725026321263,13924,CDS,"DUF4202 domain-containing protein, partial",201,3.0,5.0,8,8,54.5
pmsf_13933_MSA_trimmed.ufboot.ale.uml_rec,8.547368421052632,0.0010817110004730927,2.605708694343787,0.0028267590732038725,13933,CDS,hypothetical protein JNJ82_14995,166,2.0,0.0,6,6,77.8
pmsf_13935_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.395661626003783,0.0014598319831363657,13935,CDS,F0F1 ATP synthase subunit delta,131,0.0,6.0,7,7,82.9
pmsf_13937_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.572063238924238,0.014931853868700896,13937,CDS,DUF2760 domain-containing protein,205,1.0,8.0,6,6,92.7
pmsf_13942_MSA_trimmed.ufboot.ale.uml_rec,6.277777777777778,0.001667543125675567,2.271191677200898,0.0039733563048632205,13942,CDS,ABC transporter permease,406,0.0,7.0,8,8,81.5
pmsf_13957_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,13957,CDS,heparinase II/III family protein,620,3.0,4.0,4,4,87.1
pmsf_13958_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.709090909072616,0.004862189344055219,13958,CDS,,142,5.0,8.0,6,6,82.1
pmsf_13959_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.4143706257165287,0.0014024938966134787,13959,CDS,hypothetical protein CMJ49_03990,459,1.0,1.0,7,7,82.7
pmsf_13960_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.700886535282484,0.004958727726006801,13960,CDS,proteasome accessory factor PafA2 family protein,465,1.0,2.0,7,7,81.8
pmsf_13961_MSA_trimmed.ufboot.ale.uml_rec,5.318181818181818,0.03315397869685272,3.177079732645855,0.0343306824718128,13961,CDS,MAG: MBL fold metallo-hydrolase,286,0.0,5.0,5,5,87.9
pmsf_13963_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.955803233536939,0.006742836144088738,13963,CDS,metal-dependent hydrolase,358,6.0,5.0,6,6,78.4
pmsf_13964_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.7981203533138284,0.0008413964341183232,13964,CDS,prepilin-type N-terminal cleavage/methylation domain-containing protein,279,2.0,0.0,7,7,79.6
pmsf_13968_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,13968,CDS,MAG: RNA ligase partner protein,191,1.0,0.0,4,4,89.5
pmsf_13969_MSA_trimmed.ufboot.ale.uml_rec,5.523809523809524,0.016043548931271127,1.9766231652664956,0.049505294039318117,13969,CDS,hypothetical protein EA425_07520,140,1.0,3.0,7,9,81.7
pmsf_14002_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,14002,CDS,cd06223|PRTases_typeI Phosphoribosy...,152,4.0,0.0,4,4,61.2
pmsf_14003_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8035917479439987,0.0008358627573416109,14003,CDS,Hsp20/alpha crystallin family protein,139,4.0,1.0,7,7,61.2
pmsf_14046_MSA_trimmed.ufboot.ale.uml_rec,13.0,0.00010603537214321407,4.999999999972641,0.00015208275599943682,14046,CDS,hypothetical protein IAE82_09330,226,7.0,5.0,6,6,53.4
pmsf_14047_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,14047,CDS,,74,,,4,4,50.0
pmsf_14048_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.7978485707155563,0.0008345073605530742,14048,CDS,hypothetical protein HOO08_09520,419,4.0,7.0,7,7,52.3
pmsf_14049_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,14049,CDS,,258,,2.0,4,4,50.8
pmsf_14050_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,2.438677653089898,0.006602825542292711,14050,CDS,translation initiation factor,135,5.0,0.0,5,5,50.2
pmsf_14051_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.8111980588204175,0.0008375303298812579,14051,CDS,conjugal transfer protein TraF,508,4.0,4.0,7,7,63.7
pmsf_14070_MSA_trimmed.ufboot.ale.uml_rec,5.203947368421052,0.005957014873973521,2.3636282659288463,0.010010196276926548,14070,CDS,Crp/Fnr family transcriptional regulator,237,1.0,7.0,7,7,85.8
pmsf_14136_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,14136,CDS,,148,,1.0,4,4,83.3
pmsf_14137_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,2.026862442074928,0.033346209648418626,14137,CDS,MAG: hypothetical protein KF699_03715,100,,3.0,3,6,79.7
pmsf_14142_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.109999999975965,0.002393243615129268,14142,CDS,hypothetical protein DWQ37_22345,354,,0.0,5,5,63.7
pmsf_14143_MSA_trimmed.ufboot.ale.uml_rec,4.933333333333334,0.004393460861951535,3.4124313398612025,0.006461855065270644,14143,CDS,DNA mismatch endonuclease Vsr,158,,8.0,8,8,79.5
pmsf_14151_MSA_trimmed.ufboot.ale.uml_rec,3.877551020408163,0.03867309913769712,2.685993285450339,0.04852079630789062,14151,CDS,ABC transporter ATP-binding protein,763,4.0,2.0,7,7,75.4
pmsf_14152_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,3.9355484225591355,0.006715914102774826,14152,CDS,acetate--CoA ligase family protein,706,0.0,3.0,6,6,84.6
pmsf_14154_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,14154,CDS,hypothetical protein DRP71_06710,168,6.0,8.0,4,4,85.2
pmsf_14156_MSA_trimmed.ufboot.ale.uml_rec,8.775,0.002271739607754233,4.098772831318508,0.0024241008036948735,14156,CDS,hypothetical protein GWN60_03630,180,2.0,6.0,6,6,78.5
pmsf_14159_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,14159,CDS,MAG: hypothetical protein JMDDDDMK_04912,355,8.0,3.0,4,4,84.4
pmsf_14169_MSA_trimmed.ufboot.ale.uml_rec,3.474264705882353,0.01773757094660597,2.574797289406405,0.021783160307618437,14169,CDS,MAG: hypothetical protein JJU00_19205,228,2.0,3.0,13,13,75.5
pmsf_14179_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,14179,CDS,hypothetical protein IH623_07210,107,3.0,0.0,4,4,68.4
pmsf_1419_MSA_trimmed.ufboot.ale.uml_rec,5.203947368421052,0.005957014873973521,2.376503996031631,0.00957903725202389,1419,CDS,MAG: FAD-dependent monooxygenase,437,2.0,6.0,7,7,57.9
pmsf_14216_MSA_trimmed.ufboot.ale.uml_rec,3.7333333333333334,0.027976303181903004,2.773345834651433,0.029904159369440856,14216,CDS,proteasome accessory factor PafA2 family protein,509,7.0,1.0,9,9,52.5
pmsf_14241_MSA_trimmed.ufboot.ale.uml_rec,2.6630434782608696,0.039686178162539464,2.227622043523298,0.02567386361496909,14241,CDS,aminoacyl-tRNA hydrolase,213,,7.0,16,17,50.9
pmsf_1493_MSA_trimmed.ufboot.ale.uml_rec,4.933333333333334,0.004393460861951535,3.2300650232286996,0.005972077217314553,1493,CDS,alpha/beta hydrolase,283,8.0,2.0,10,10,51.6
pmsf_1499_MSA_trimmed.ufboot.ale.uml_rec,4.776785714285714,0.00214087706926877,3.236168730068275,0.003673518536777112,1499,CDS,hypothetical protein,500,,2.0,13,13,53.5
pmsf_1501_MSA_trimmed.ufboot.ale.uml_rec,3.7411764705882353,0.015419814429776288,2.8654572680802852,0.01147930014101607,1501,CDS,hypothetical protein JJT96_05265,501,1.0,4.0,12,12,55.3
pmsf_1506_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,1506,CDS,,66,,,4,4,91.0
pmsf_1517_MSA_trimmed.ufboot.ale.uml_rec,3.6923076923076925,0.013875787274877451,2.6680704629104923,0.02043373212035262,1517,CDS,"type II/IV secretion system protein [Motility, Type IV Pili|Type IV-A pilus assembly ATPase PilB, Type II general secretory pathway ATPase GspE/PulE] [Transport, Protein Secretion, Type II|Type II secretion membrane-associated protein GspE/PulE]",575,1.0,1.0,11,11,56.6
pmsf_151_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,151,CDS,MAG: hypothetical protein JJU00_11680,346,6.0,8.0,4,4,58.7
pmsf_1520_MSA_trimmed.ufboot.ale.uml_rec,6.277777777777778,0.001667543125675567,2.566694572262027,0.0032316100953332827,1520,CDS,methyltransferase domain-containing protein,558,0.0,1.0,8,8,66.8
pmsf_1522_MSA_trimmed.ufboot.ale.uml_rec,6.96,0.004382746876322516,3.58997312679356,0.008446766676724915,1522,CDS,efflux RND transporter periplasmic adaptor subunit,377,4.0,1.0,7,7,58.8
pmsf_152_MSA_trimmed.ufboot.ale.uml_rec,6.964285714285714,0.00915764426951268,3.673374131031799,0.009220145025517117,152,CDS,MAG: hypothetical protein JJU13_04735,463,,7.0,5,5,53.6
pmsf_153_MSA_trimmed.ufboot.ale.uml_rec,3.079710144927536,0.015443690967675502,2.20006421619639,0.03703407788236814,153,CDS,"carboxynorspermidine decarboxylase [Metabolism, Aminoacid Biosynthesis|(lys) Diaminopimelate decarboxylase LysA]",389,5.0,7.0,33,34,61.2
pmsf_1549_MSA_trimmed.ufboot.ale.uml_rec,0.3322784810126582,0.014828104105928382,0.39482245779767444,0.021915001938100278,1549,CDS,"ACP S-malonyltransferase [Metabolism, Fatty Acids|Malonyl CoA-acyl carrier protein transacylase FabD]",305,4.0,4.0,42,42,56.5
pmsf_1557_MSA_trimmed.ufboot.ale.uml_rec,3.6842105263157894,0.019879358342073796,2.6500177711511763,0.02875007353613219,1557,CDS,TIM barrel protein,311,5.0,4.0,10,10,67.4
pmsf_155_MSA_trimmed.ufboot.ale.uml_rec,5.203947368421052,0.005957014873973521,3.070876542074814,0.013905703609039607,155,CDS,hypothetical protein DBX01_02785,413,6.0,1.0,10,10,60.3
pmsf_156_MSA_trimmed.ufboot.ale.uml_rec,10.311111111111112,0.00024335268279704884,2.413118324275136,0.0013881693700246705,156,CDS,MAG: hypothetical protein H7A45_05560,647,2.0,1.0,7,7,60.8
pmsf_1585_MSA_trimmed.ufboot.ale.uml_rec,3.2914285714285714,0.011477671529002274,2.131512673397594,0.011064808998603935,1585,CDS,MAG: sulfite exporter TauE/SafE family protein,254,8.0,5.0,17,17,52.3
pmsf_1588_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.0043238014022832115,1588,CDS,hybrid sensor histidine kinase/response regulator,516,5.0,1.0,4,4,84.9
pmsf_1593_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877891,0.004323801402283246,1593,CDS,four helix bundle protein,129,,,4,4,98.3
pmsf_1596_MSA_trimmed.ufboot.ale.uml_rec,7.151515151515151,0.018899745853261842,3.6122919589887226,0.018145131187857814,1596,CDS,"efflux RND transporter periplasmic adaptor subunit [Transport, Protein Secretion, Type I|Periplasmic linker HlyD|0.2]",532,1.0,4.0,5,5,85.3
pmsf_1631_MSA_trimmed.ufboot.ale.uml_rec,7.760869565217392,0.038857772679218125,1.9322361578521654,0.038050295164912006,1631,CDS,ROK family transcriptional regulator,409,,4.0,3,6,80.6
pmsf_1632_MSA_trimmed.ufboot.ale.uml_rec,9.365079365079366,0.004645513009670962,4.136904761877889,0.004323801402283203,1632,CDS,hypothetical protein EA425_02605,1129,8.0,1.0,4,4,84.1
